,x,y,road_id
0,-83.40444099999999,33.96739199999999,110454263201.0
1,-83.40346599999998,33.96841299999999,110454263201.0
2,-83.40278699999999,33.96904299999999,110454263201.0
3,-83.402686,33.969097999999995,110454263201.0
4,-83.40263399999999,33.96910499999999,110454263201.0
5,-83.40254999999999,33.969079,110454263201.0
6,-83.40247699999999,33.969006,110454263201.0
7,-83.40219999999998,33.96879599999999,110454263201.0
8,-83.40212199999999,33.968765999999995,110454263201.0
9,-83.40192799999998,33.968716,110454263201.0
10,-83.40182299999998,33.968643,110454263201.0
11,-83.40136099999998,33.96826,110454263201.0
12,-83.40117699999999,33.968116,110454263201.0
13,-83.39967,33.96798799999999,110454263201.0
14,-83.352676,33.942471999999995,110454261545.0
15,-83.35155999999999,33.942847,110454261545.0
16,-83.35096599999999,33.94304199999999,110454261545.0
17,-83.35049099999999,33.94321699999999,110454261545.0
18,-83.35037099999998,33.943283,110454261545.0
19,-83.35034899999998,33.943285,110454261545.0
20,-83.350036,33.943425999999995,110454261545.0
21,-83.35009099999999,33.943465,110454261545.0
22,-83.350419,33.94385799999999,110454261545.0
23,-83.35055299999999,33.943925,110454261545.0
24,-83.350914,33.944002999999995,110454261545.0
25,-83.35113599999998,33.94399899999999,110454261545.0
26,-83.351303,33.94399099999999,110454261545.0
27,-83.35142299999998,33.943969,110454261545.0
28,-83.35175599999998,33.943881999999995,110454261545.0
29,-83.35235,33.943711,110454261545.0
30,-83.352991,33.943515999999995,110454261545.0
31,-83.35327699999999,33.943409,110454261545.0
32,-83.41184299999999,33.95512999999999,110454262853.0
33,-83.41189299999999,33.955089,110454262853.0
34,-83.41253999999999,33.954942,110454262853.0
35,-83.41304699999999,33.95486499999999,110454262853.0
36,-83.413201,33.954867,110454262853.0
37,-83.41328999999999,33.95490499999999,110454262853.0
38,-83.41348299999999,33.955108,110454262853.0
39,-83.413657,33.955333,110454262853.0
40,-83.41376199999999,33.95549299999999,110454262853.0
41,-83.41384299999999,33.95575099999999,110454262853.0
42,-83.414292,33.95716999999999,110454262853.0
43,-83.41436299999998,33.95731399999999,110454262853.0
44,-83.41442699999999,33.95750799999999,110454262853.0
45,-83.414439,33.957535,110454262853.0
46,-83.41448799999999,33.957725,110454262853.0
47,-83.41449699999998,33.957914999999986,110454262853.0
48,-83.414479,33.95805599999999,110454262853.0
49,-83.3799,33.952911,1103519393924.0
50,-83.379954,33.952777,1103519393924.0
51,-83.380032,33.952565,1103519393924.0
52,-83.380071,33.952447,1103519393924.0
53,-83.38012499999999,33.952376,1103519393924.0
54,-83.380166,33.952346,1103519393924.0
55,-83.38021499999999,33.952338999999995,1103519393924.0
56,-83.380293,33.952349,1103519393924.0
57,-83.38038499999999,33.952406,1103519393924.0
58,-83.38048599999999,33.952492,1103519393924.0
59,-83.38055,33.952531,1103519393924.0
60,-83.380579,33.952554,1103519393924.0
61,-83.38064299999999,33.95257,1103519393924.0
62,-83.38070599999999,33.952569,1103519393924.0
63,-83.380754,33.952551,1103519393924.0
64,-83.380781,33.952521,1103519393924.0
65,-83.380836,33.952479,1103519393924.0
66,-83.38086899999999,33.952402,1103519393924.0
67,-83.380909,33.952068,1103519393924.0
68,-83.3809,33.951741,1103519393924.0
69,-83.380918,33.951640999999995,1103519393924.0
70,-83.380945,33.951577,1103519393924.0
71,-83.38103199999999,33.951423,1103519393924.0
72,-83.38108799999999,33.951352,1103519393924.0
73,-83.37787199999998,33.927817999999995,1102868913745.0
74,-83.377746,33.927876999999995,1102868913745.0
75,-83.32911,33.93889,1102868913705.0
76,-83.329486,33.939109,1102868913705.0
77,-83.32973799999999,33.939242,1102868913705.0
78,-83.32999399999999,33.93937799999999,1102868913705.0
79,-83.33012499999998,33.939371,1102868913705.0
80,-83.330297,33.93938099999999,1102868913705.0
81,-83.33040099999998,33.939374,1102868913705.0
82,-83.33047899999998,33.93936,1102868913705.0
83,-83.33059299999998,33.939332,1102868913705.0
84,-83.33066499999998,33.939295,1102868913705.0
85,-83.33078799999998,33.93921,1102868913705.0
86,-83.330865,33.93913899999999,1102868913705.0
87,-83.33092999999998,33.93905999999999,1102868913705.0
88,-83.33102199999999,33.938957999999985,1102868913705.0
89,-83.33107699999998,33.93888299999999,1102868913705.0
90,-83.331091,33.938839,1102868913705.0
91,-83.33108199999998,33.9388,1102868913705.0
92,-83.33102599999998,33.93856199999999,1102868913705.0
93,-83.33104,33.93847499999999,1102868913705.0
94,-83.33106999999998,33.93842699999999,1102868913705.0
95,-83.33108699999998,33.93838499999999,1102868913705.0
96,-83.33110299999998,33.938321,1102868913705.0
97,-83.400268,33.948858,110454261835.0
98,-83.400212,33.949045,110454261835.0
99,-83.400217,33.94907,110454261835.0
100,-83.400202,33.949169,110454261835.0
101,-83.40021,33.949228999999995,110454261835.0
102,-83.400241,33.949263,110454261835.0
103,-83.400295,33.949292,110454261835.0
104,-83.400373,33.94931,110454261835.0
105,-83.40113699999999,33.94934,110454261835.0
106,-83.401572,33.949341,110454261835.0
107,-83.38045999999999,33.93074699999999,1102868913744.0
108,-83.37987599999998,33.930238,1102868913744.0
109,-83.37890899999998,33.92939299999999,1102868913744.0
110,-83.37871499999999,33.929194999999986,1102868913744.0
111,-83.378546,33.928982999999995,1102868913744.0
112,-83.378348,33.92868299999999,1102868913744.0
113,-83.37787199999998,33.927817999999995,1102868913744.0
114,-83.39869,33.948782,110454262875.0
115,-83.399092,33.948679,110454262875.0
116,-83.39953,33.948577,110454262875.0
117,-83.399886,33.948519999999995,110454262875.0
118,-83.40021899999999,33.948494,110454262875.0
119,-83.400376,33.948492,110454262875.0
120,-83.37598799999999,33.92288899999999,1102868913743.0
121,-83.37611699999998,33.923026,1102868913743.0
122,-83.37613299999998,33.923065,1102868913743.0
123,-83.376148,33.923103999999995,1102868913743.0
124,-83.376164,33.923143,1102868913743.0
125,-83.376181,33.92318199999999,1102868913743.0
126,-83.37619599999998,33.92322099999999,1102868913743.0
127,-83.37621199999998,33.92325999999999,1102868913743.0
128,-83.37622799999998,33.923299,1102868913743.0
129,-83.376243,33.923338,1102868913743.0
130,-83.37626,33.923376999999995,1102868913743.0
131,-83.37627499999999,33.923416,1102868913743.0
132,-83.37629099999998,33.92345499999999,1102868913743.0
133,-83.37630699999998,33.92349399999999,1102868913743.0
134,-83.376322,33.92353299999999,1102868913743.0
135,-83.376339,33.92357299999999,1102868913743.0
136,-83.37635399999999,33.923611,1102868913743.0
137,-83.37636999999998,33.923650999999985,1102868913743.0
138,-83.37638599999998,33.92369,1102868913743.0
139,-83.376401,33.923729,1102868913743.0
140,-83.37641699999999,33.923767999999995,1102868913743.0
141,-83.37643299999999,33.92380699999999,1102868913743.0
142,-83.37644899999998,33.92384599999999,1102868913743.0
143,-83.37646399999998,33.92388499999999,1102868913743.0
144,-83.37648,33.923923999999985,1102868913743.0
145,-83.37649499999999,33.923963,1102868913743.0
146,-83.37651099999998,33.92400299999999,1102868913743.0
147,-83.37652599999998,33.924042,1102868913743.0
148,-83.376542,33.92407999999999,1102868913743.0
149,-83.376558,33.924119999999995,1102868913743.0
150,-83.376575,33.92415799999999,1102868913743.0
151,-83.37659299999999,33.92419699999999,1102868913743.0
152,-83.37661199999998,33.924235,1102868913743.0
153,-83.376632,33.92427299999999,1102868913743.0
154,-83.37665199999999,33.92430999999999,1102868913743.0
155,-83.37667399999998,33.92434699999999,1102868913743.0
156,-83.37669499999998,33.924384,1102868913743.0
157,-83.37671699999999,33.924420999999995,1102868913743.0
158,-83.37673999999998,33.924458,1102868913743.0
159,-83.37676399999998,33.924494,1102868913743.0
160,-83.37678699999998,33.92452999999999,1102868913743.0
161,-83.37681099999999,33.924567,1102868913743.0
162,-83.37683599999998,33.924602,1102868913743.0
163,-83.37685999999998,33.924638,1102868913743.0
164,-83.376907,33.924703,1102868913743.0
165,-83.377014,33.92486699999999,1102868913743.0
166,-83.37765,33.92603799999999,1102868913743.0
167,-83.37775499999998,33.92656699999999,1102868913743.0
168,-83.377768,33.92692999999999,1102868913743.0
169,-83.37778199999998,33.927081,1102868913743.0
170,-83.37778399999999,33.92712199999999,1102868913743.0
171,-83.377786,33.92716399999999,1102868913743.0
172,-83.37778799999998,33.927205,1102868913743.0
173,-83.377791,33.92724599999999,1102868913743.0
174,-83.37779599999999,33.927286999999986,1102868913743.0
175,-83.37780099999999,33.927328,1102868913743.0
176,-83.377808,33.92736899999999,1102868913743.0
177,-83.37781499999998,33.92740899999999,1102868913743.0
178,-83.377825,33.92745,1102868913743.0
179,-83.37783499999999,33.92748999999999,1102868913743.0
180,-83.37784599999999,33.92752999999999,1102868913743.0
181,-83.37785699999999,33.927571,1102868913743.0
182,-83.37786799999999,33.92761099999999,1102868913743.0
183,-83.377881,33.92765099999999,1102868913743.0
184,-83.37789399999998,33.927691,1102868913743.0
185,-83.37792299999998,33.927795,1102868913743.0
186,-83.37787199999998,33.927817999999995,1102868913743.0
187,-83.382204,33.93206,1106092745213.0
188,-83.38179,33.931781,1106092745213.0
189,-83.38131799999998,33.931422999999995,1106092745213.0
190,-83.38045999999999,33.93074699999999,1106092745213.0
191,-83.37987599999998,33.930238,1106092745213.0
192,-83.37890899999998,33.92939299999999,1106092745213.0
193,-83.37871499999999,33.929194999999986,1106092745213.0
194,-83.378546,33.928982999999995,1106092745213.0
195,-83.378348,33.92868299999999,1106092745213.0
196,-83.37787199999998,33.927817999999995,1106092745213.0
197,-83.377701,33.927506,1106092745213.0
198,-83.359892,33.946069,110454260340.0
199,-83.360213,33.94571899999999,110454260340.0
200,-83.36032299999998,33.945623999999995,110454260340.0
201,-83.36048099999998,33.945497,110454260340.0
202,-83.36083599999999,33.945140999999985,110454260340.0
203,-83.36104499999999,33.944894999999995,110454260340.0
204,-83.36137099999999,33.94447199999999,110454260340.0
205,-83.36150299999998,33.944315,110454260340.0
206,-83.36165299999999,33.944151999999995,110454260340.0
207,-83.39246299999999,33.950198,110454262876.0
208,-83.394177,33.949836999999995,110454262876.0
209,-83.39509799999999,33.949624,110454262876.0
210,-83.395842,33.949461,110454262876.0
211,-83.397319,33.949107,110454262876.0
212,-83.39801199999998,33.948934,110454262876.0
213,-83.398054,33.948897999999986,110454262876.0
214,-83.39806,33.948861,110454262876.0
215,-83.39803599999999,33.94877199999999,110454262876.0
216,-83.397194,33.951609,1103690983713.0
217,-83.395896,33.951944999999995,1103690983713.0
218,-83.395596,33.951969,1103690983713.0
219,-83.395124,33.952041,1103690983713.0
220,-83.394758,33.952117,1103690983713.0
221,-83.394706,33.952137,1103690983713.0
222,-83.394677,33.952181,1103690983713.0
223,-83.389566,33.935018,110454262462.0
224,-83.389851,33.935215,110454262462.0
225,-83.39000999999999,33.935284,110454262462.0
226,-83.39016099999999,33.935328,110454262462.0
227,-83.390333,33.935343,110454262462.0
228,-83.390515,33.935354,110454262462.0
229,-83.39054,33.935362999999995,110454262462.0
230,-83.37787199999998,33.927817999999995,1102868913742.0
231,-83.377701,33.927506,1102868913742.0
232,-83.46670699999999,33.92696399999999,1108475858983.0
233,-83.466988,33.92735199999999,1108475858983.0
234,-83.46728099999999,33.927891999999986,1108475858983.0
235,-83.467472,33.928391999999995,1108475858983.0
236,-83.467607,33.928932,1108475858983.0
237,-83.467663,33.929433,1108475858983.0
238,-83.467669,33.92988799999999,1108475858983.0
239,-83.467624,33.93027699999999,1108475858983.0
240,-83.46736199999998,33.932303999999995,1108475858983.0
241,-83.46725299999999,33.93315599999999,1108475858983.0
242,-83.467123,33.93416899999999,1108475858983.0
243,-83.46702799999998,33.93449499999999,1108475858983.0
244,-83.466926,33.93477599999999,1108475858983.0
245,-83.46665999999999,33.935439999999986,1108475858983.0
246,-83.46633599999998,33.936053,1108475858983.0
247,-83.46593599999999,33.936616,1108475858983.0
248,-83.46552599999998,33.937161,1108475858983.0
249,-83.46497499999998,33.93773999999999,1108475858983.0
250,-83.46433899999998,33.93830799999999,1108475858983.0
